unIDyearSite,uniqueIDYear,uniqueID,site,year,block,row,treat,seedl_nr,height,diam_mm,dateYear,mort_date,notes,mortality,mort_binar,waxQual,damage,percentDebark,waxHeight_cm,rootCol,origNotes,mort2,rank
B2R6_wax CS_1_2018_nursery,B2R6_wax CS_1_2018,B2R6_wax CS_1,nursery,2018,2,6,wax C,1,38,9.6,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B2R6_wax CS_1_2019_nursery,B2R6_wax CS_1_2019,B2R6_wax CS_1,nursery,2019,2,6,wax C,1,43,7.9,2019,0,alive,alive,0,1,0,NA,NA,NA,alive,0,2
B2R6_wax CS_1_2020_nursery,B2R6_wax CS_1_2020,B2R6_wax CS_1,nursery,2020,2,6,wax C,1,61,12.7,2020,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B2R6_wax CS_10_2018_nursery,B2R6_wax CS_10_2018,B2R6_wax CS_10,nursery,2018,2,6,wax C,10,NA,NA,2018,2018,other,dead,1,1,0,NA,NA,NA,dead,2018,2
B2R6_wax CS_2_2018_nursery,B2R6_wax CS_2_2018,B2R6_wax CS_2,nursery,2018,2,6,wax C,2,44,12,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B2R6_wax CS_2_2019_nursery,B2R6_wax CS_2_2019,B2R6_wax CS_2,nursery,2019,2,6,wax C,2,49,14.9,2019,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B2R6_wax CS_2_2020_nursery,B2R6_wax CS_2_2020,B2R6_wax CS_2,nursery,2020,2,6,wax C,2,86,26.6,2020,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B2R6_wax CS_3_2018_nursery,B2R6_wax CS_3_2018,B2R6_wax CS_3,nursery,2018,2,6,wax C,3,42,9.4,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B2R6_wax CS_3_2019_nursery,B2R6_wax CS_3_2019,B2R6_wax CS_3,nursery,2019,2,6,wax C,3,44,9.7,2019,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B2R6_wax CS_3_2020_nursery,B2R6_wax CS_3_2020,B2R6_wax CS_3,nursery,2020,2,6,wax C,3,66,16.6,2020,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B2R6_wax CS_4_2018_nursery,B2R6_wax CS_4_2018,B2R6_wax CS_4,nursery,2018,2,6,wax C,4,40,7.1,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B2R6_wax CS_4_2019_nursery,B2R6_wax CS_4_2019,B2R6_wax CS_4,nursery,2019,2,6,wax C,4,NA,NA,2019,2019,other,dead,1,NA,0,NA,NA,NA,dead,2019,NA
B2R6_wax CS_5_2018_nursery,B2R6_wax CS_5_2018,B2R6_wax CS_5,nursery,2018,2,6,wax C,5,39,6,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B2R6_wax CS_5_2019_nursery,B2R6_wax CS_5_2019,B2R6_wax CS_5,nursery,2019,2,6,wax C,5,48,8.8,2019,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B2R6_wax CS_5_2020_nursery,B2R6_wax CS_5_2020,B2R6_wax CS_5,nursery,2020,2,6,wax C,5,82,15.4,2020,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B2R6_wax CS_6_2018_nursery,B2R6_wax CS_6_2018,B2R6_wax CS_6,nursery,2018,2,6,wax C,6,NA,NA,2018,2018,other,dead,1,0,0,NA,NA,NA,dead,2018,1
B2R6_wax CS_7_2018_nursery,B2R6_wax CS_7_2018,B2R6_wax CS_7,nursery,2018,2,6,wax C,7,49,9,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B2R6_wax CS_7_2019_nursery,B2R6_wax CS_7_2019,B2R6_wax CS_7,nursery,2019,2,6,wax C,7,50,11.8,2019,0,alive,alive,0,1,0,NA,NA,NA,alive,0,2
B2R6_wax CS_7_2020_nursery,B2R6_wax CS_7_2020,B2R6_wax CS_7,nursery,2020,2,6,wax C,7,90,21.2,2020,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B2R6_wax CS_8_2018_nursery,B2R6_wax CS_8_2018,B2R6_wax CS_8,nursery,2018,2,6,wax C,8,35,8.4,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B2R6_wax CS_8_2019_nursery,B2R6_wax CS_8_2019,B2R6_wax CS_8,nursery,2019,2,6,wax C,8,44.5,12.8,2019,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B2R6_wax CS_8_2020_nursery,B2R6_wax CS_8_2020,B2R6_wax CS_8,nursery,2020,2,6,wax C,8,86,21.7,2020,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B2R6_wax CS_9_2018_nursery,B2R6_wax CS_9_2018,B2R6_wax CS_9,nursery,2018,2,6,wax C,9,NA,NA,2018,2018,other,dead,1,NA,0,NA,NA,NA,dead,2018,NA
B3R1_glueS_1_2018_nursery,B3R1_glueS_1_2018,B3R1_glueS_1,nursery,2018,3,1,glue,1,NA,NA,2018,2018,human,dead,1,NA,0,NA,NA,NA,dead,2018,NA
B3R1_glueS_10_2018_nursery,B3R1_glueS_10_2018,B3R1_glueS_10,nursery,2018,3,1,glue,10,66,13.7,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R1_glueS_10_2019_nursery,B3R1_glueS_10_2019,B3R1_glueS_10,nursery,2019,3,1,glue,10,70,21.2,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R1_glueS_10_2020_nursery,B3R1_glueS_10_2020,B3R1_glueS_10,nursery,2020,3,1,glue,10,93,32.8,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R1_glueS_2_2018_nursery,B3R1_glueS_2_2018,B3R1_glueS_2,nursery,2018,3,1,glue,2,66,11.5,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R1_glueS_2_2019_nursery,B3R1_glueS_2_2019,B3R1_glueS_2,nursery,2019,3,1,glue,2,67,20.3,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R1_glueS_2_2020_nursery,B3R1_glueS_2_2020,B3R1_glueS_2,nursery,2020,3,1,glue,2,91,30.3,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R1_glueS_3_2018_nursery,B3R1_glueS_3_2018,B3R1_glueS_3,nursery,2018,3,1,glue,3,51,12.8,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R1_glueS_3_2019_nursery,B3R1_glueS_3_2019,B3R1_glueS_3,nursery,2019,3,1,glue,3,58,21.4,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R1_glueS_3_2020_nursery,B3R1_glueS_3_2020,B3R1_glueS_3,nursery,2020,3,1,glue,3,80,32.1,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R1_glueS_4_2018_nursery,B3R1_glueS_4_2018,B3R1_glueS_4,nursery,2018,3,1,glue,4,56,11.3,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R1_glueS_4_2019_nursery,B3R1_glueS_4_2019,B3R1_glueS_4,nursery,2019,3,1,glue,4,60,16.7,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R1_glueS_4_2020_nursery,B3R1_glueS_4_2020,B3R1_glueS_4,nursery,2020,3,1,glue,4,82,25.9,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R1_glueS_5_2018_nursery,B3R1_glueS_5_2018,B3R1_glueS_5,nursery,2018,3,1,glue,5,61,11.7,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R1_glueS_5_2019_nursery,B3R1_glueS_5_2019,B3R1_glueS_5,nursery,2019,3,1,glue,5,63,19.1,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R1_glueS_5_2020_nursery,B3R1_glueS_5_2020,B3R1_glueS_5,nursery,2020,3,1,glue,5,89,29.5,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R1_glueS_6_2018_nursery,B3R1_glueS_6_2018,B3R1_glueS_6,nursery,2018,3,1,glue,6,56,10.1,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R1_glueS_6_2019_nursery,B3R1_glueS_6_2019,B3R1_glueS_6,nursery,2019,3,1,glue,6,62,20.3,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R1_glueS_6_2020_nursery,B3R1_glueS_6_2020,B3R1_glueS_6,nursery,2020,3,1,glue,6,111,35,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R1_glueS_7_2018_nursery,B3R1_glueS_7_2018,B3R1_glueS_7,nursery,2018,3,1,glue,7,59,14.3,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R1_glueS_7_2019_nursery,B3R1_glueS_7_2019,B3R1_glueS_7,nursery,2019,3,1,glue,7,61,20.4,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R1_glueS_7_2020_nursery,B3R1_glueS_7_2020,B3R1_glueS_7,nursery,2020,3,1,glue,7,92,30.3,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R1_glueS_8_2018_nursery,B3R1_glueS_8_2018,B3R1_glueS_8,nursery,2018,3,1,glue,8,52,8.2,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R1_glueS_8_2019_nursery,B3R1_glueS_8_2019,B3R1_glueS_8,nursery,2019,3,1,glue,8,57,15.3,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R1_glueS_8_2020_nursery,B3R1_glueS_8_2020,B3R1_glueS_8,nursery,2020,3,1,glue,8,93,23.7,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R1_glueS_9_2018_nursery,B3R1_glueS_9_2018,B3R1_glueS_9,nursery,2018,3,1,glue,9,59,12,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R1_glueS_9_2019_nursery,B3R1_glueS_9_2019,B3R1_glueS_9,nursery,2019,3,1,glue,9,63,20.9,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R1_glueS_9_2020_nursery,B3R1_glueS_9_2020,B3R1_glueS_9,nursery,2020,3,1,glue,9,92,33.2,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R2_wax CS_1_2018_nursery,B3R2_wax CS_1_2018,B3R2_wax CS_1,nursery,2018,3,2,wax C,1,43,7.3,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B3R2_wax CS_1_2019_nursery,B3R2_wax CS_1_2019,B3R2_wax CS_1,nursery,2019,3,2,wax C,1,45,10.2,2019,0,alive,alive,0,4,0,NA,NA,NA,alive,0,5
B3R2_wax CS_1_2020_nursery,B3R2_wax CS_1_2020,B3R2_wax CS_1,nursery,2020,3,2,wax C,1,75,16.3,2020,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B3R2_wax CS_10_2018_nursery,B3R2_wax CS_10_2018,B3R2_wax CS_10,nursery,2018,3,2,wax C,10,43.5,8.7,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B3R2_wax CS_10_2019_nursery,B3R2_wax CS_10_2019,B3R2_wax CS_10,nursery,2019,3,2,wax C,10,46,15.7,2019,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B3R2_wax CS_10_2020_nursery,B3R2_wax CS_10_2020,B3R2_wax CS_10,nursery,2020,3,2,wax C,10,83,16.9,2020,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B3R2_wax CS_2_2018_nursery,B3R2_wax CS_2_2018,B3R2_wax CS_2,nursery,2018,3,2,wax C,2,NA,NA,2018,2018,other,dead,1,0,0,NA,NA,NA,dead,2018,1
B3R2_wax CS_3_2018_nursery,B3R2_wax CS_3_2018,B3R2_wax CS_3,nursery,2018,3,2,wax C,3,39,9.2,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B3R2_wax CS_3_2019_nursery,B3R2_wax CS_3_2019,B3R2_wax CS_3,nursery,2019,3,2,wax C,3,48,17,2019,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B3R2_wax CS_3_2020_nursery,B3R2_wax CS_3_2020,B3R2_wax CS_3,nursery,2020,3,2,wax C,3,81,25.2,2020,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B3R2_wax CS_4_2018_nursery,B3R2_wax CS_4_2018,B3R2_wax CS_4,nursery,2018,3,2,wax C,4,40,10.2,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B3R2_wax CS_4_2019_nursery,B3R2_wax CS_4_2019,B3R2_wax CS_4,nursery,2019,3,2,wax C,4,57,15.5,2019,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B3R2_wax CS_4_2020_nursery,B3R2_wax CS_4_2020,B3R2_wax CS_4,nursery,2020,3,2,wax C,4,88,23.9,2020,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B3R2_wax CS_5_2018_nursery,B3R2_wax CS_5_2018,B3R2_wax CS_5,nursery,2018,3,2,wax C,5,NA,NA,2018,2018,other,dead,1,NA,0,NA,NA,NA,dead,2018,NA
B3R2_wax CS_6_2018_nursery,B3R2_wax CS_6_2018,B3R2_wax CS_6,nursery,2018,3,2,wax C,6,NA,NA,2018,2018,other,dead,1,0,0,NA,NA,NA,dead,2018,1
B3R2_wax CS_7_2018_nursery,B3R2_wax CS_7_2018,B3R2_wax CS_7,nursery,2018,3,2,wax C,7,40,10.7,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B3R2_wax CS_7_2019_nursery,B3R2_wax CS_7_2019,B3R2_wax CS_7,nursery,2019,3,2,wax C,7,44,15.3,2019,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B3R2_wax CS_7_2020_nursery,B3R2_wax CS_7_2020,B3R2_wax CS_7,nursery,2020,3,2,wax C,7,74,16.8,2020,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B3R2_wax CS_8_2018_nursery,B3R2_wax CS_8_2018,B3R2_wax CS_8,nursery,2018,3,2,wax C,8,NA,NA,2018,2018,other,dead,1,0,0,NA,NA,NA,dead,2018,1
B3R2_wax CS_9_2018_nursery,B3R2_wax CS_9_2018,B3R2_wax CS_9,nursery,2018,3,2,wax C,9,48,9.2,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B3R2_wax CS_9_2019_nursery,B3R2_wax CS_9_2019,B3R2_wax CS_9,nursery,2019,3,2,wax C,9,55,14.4,2019,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B3R2_wax CS_9_2020_nursery,B3R2_wax CS_9_2020,B3R2_wax CS_9,nursery,2020,3,2,wax C,9,87,22.2,2020,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B3R3_controlS_1_2018_nursery,B3R3_controlS_1_2018,B3R3_controlS_1,nursery,2018,3,3,control,1,57,10.3,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R3_controlS_1_2019_nursery,B3R3_controlS_1_2019,B3R3_controlS_1,nursery,2019,3,3,control,1,56.5,16.1,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R3_controlS_1_2020_nursery,B3R3_controlS_1_2020,B3R3_controlS_1,nursery,2020,3,3,control,1,90,26.2,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R3_controlS_10_2018_nursery,B3R3_controlS_10_2018,B3R3_controlS_10,nursery,2018,3,3,control,10,79,10.6,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R3_controlS_10_2019_nursery,B3R3_controlS_10_2019,B3R3_controlS_10,nursery,2019,3,3,control,10,76,14.7,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R3_controlS_10_2020_nursery,B3R3_controlS_10_2020,B3R3_controlS_10,nursery,2020,3,3,control,10,94,22.6,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R3_controlS_2_2018_nursery,B3R3_controlS_2_2018,B3R3_controlS_2,nursery,2018,3,3,control,2,57,10,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R3_controlS_2_2019_nursery,B3R3_controlS_2_2019,B3R3_controlS_2,nursery,2019,3,3,control,2,58,17.3,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R3_controlS_2_2020_nursery,B3R3_controlS_2_2020,B3R3_controlS_2,nursery,2020,3,3,control,2,90,27.8,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R3_controlS_3_2018_nursery,B3R3_controlS_3_2018,B3R3_controlS_3,nursery,2018,3,3,control,3,55,9.5,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R3_controlS_3_2019_nursery,B3R3_controlS_3_2019,B3R3_controlS_3,nursery,2019,3,3,control,3,59,16.3,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R3_controlS_3_2020_nursery,B3R3_controlS_3_2020,B3R3_controlS_3,nursery,2020,3,3,control,3,97,23.6,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R3_controlS_4_2018_nursery,B3R3_controlS_4_2018,B3R3_controlS_4,nursery,2018,3,3,control,4,57,8.8,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R3_controlS_4_2019_nursery,B3R3_controlS_4_2019,B3R3_controlS_4,nursery,2019,3,3,control,4,60,15.6,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R3_controlS_4_2020_nursery,B3R3_controlS_4_2020,B3R3_controlS_4,nursery,2020,3,3,control,4,99,26.4,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R3_controlS_5_2018_nursery,B3R3_controlS_5_2018,B3R3_controlS_5,nursery,2018,3,3,control,5,59,9,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R3_controlS_5_2019_nursery,B3R3_controlS_5_2019,B3R3_controlS_5,nursery,2019,3,3,control,5,60.5,12.9,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R3_controlS_5_2020_nursery,B3R3_controlS_5_2020,B3R3_controlS_5,nursery,2020,3,3,control,5,93,19.4,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R3_controlS_6_2018_nursery,B3R3_controlS_6_2018,B3R3_controlS_6,nursery,2018,3,3,control,6,61,9.4,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R3_controlS_6_2019_nursery,B3R3_controlS_6_2019,B3R3_controlS_6,nursery,2019,3,3,control,6,68,18.4,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R3_controlS_6_2020_nursery,B3R3_controlS_6_2020,B3R3_controlS_6,nursery,2020,3,3,control,6,110,26.3,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R3_controlS_7_2018_nursery,B3R3_controlS_7_2018,B3R3_controlS_7,nursery,2018,3,3,control,7,57,8.2,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R3_controlS_7_2019_nursery,B3R3_controlS_7_2019,B3R3_controlS_7,nursery,2019,3,3,control,7,59,14.5,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R3_controlS_7_2020_nursery,B3R3_controlS_7_2020,B3R3_controlS_7,nursery,2020,3,3,control,7,90,21.7,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R3_controlS_8_2018_nursery,B3R3_controlS_8_2018,B3R3_controlS_8,nursery,2018,3,3,control,8,65,10.2,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R3_controlS_8_2019_nursery,B3R3_controlS_8_2019,B3R3_controlS_8,nursery,2019,3,3,control,8,68.5,19,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R3_controlS_8_2020_nursery,B3R3_controlS_8_2020,B3R3_controlS_8,nursery,2020,3,3,control,8,106,28,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R3_controlS_9_2018_nursery,B3R3_controlS_9_2018,B3R3_controlS_9,nursery,2018,3,3,control,9,56,7.7,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R3_controlS_9_2019_nursery,B3R3_controlS_9_2019,B3R3_controlS_9,nursery,2019,3,3,control,9,60.5,13.4,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R3_controlS_9_2020_nursery,B3R3_controlS_9_2020,B3R3_controlS_9,nursery,2020,3,3,control,9,107,21.5,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R4_collarS_1_2018_nursery,B3R4_collarS_1_2018,B3R4_collarS_1,nursery,2018,3,4,collar,1,64,11.9,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R4_collarS_1_2019_nursery,B3R4_collarS_1_2019,B3R4_collarS_1,nursery,2019,3,4,collar,1,33,13.8,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R4_collarS_1_2020_nursery,B3R4_collarS_1_2020,B3R4_collarS_1,nursery,2020,3,4,collar,1,57,17.6,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R4_collarS_10_2018_nursery,B3R4_collarS_10_2018,B3R4_collarS_10,nursery,2018,3,4,collar,10,58,7.2,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R4_collarS_10_2019_nursery,B3R4_collarS_10_2019,B3R4_collarS_10,nursery,2019,3,4,collar,10,68,10.4,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R4_collarS_10_2020_nursery,B3R4_collarS_10_2020,B3R4_collarS_10,nursery,2020,3,4,collar,10,100,18.5,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R4_collarS_2_2018_nursery,B3R4_collarS_2_2018,B3R4_collarS_2,nursery,2018,3,4,collar,2,NA,NA,2018,2018,other,dead,1,NA,0,NA,NA,NA,dead,2018,NA
B3R4_collarS_3_2018_nursery,B3R4_collarS_3_2018,B3R4_collarS_3,nursery,2018,3,4,collar,3,58,10.9,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R4_collarS_3_2019_nursery,B3R4_collarS_3_2019,B3R4_collarS_3,nursery,2019,3,4,collar,3,61,15,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R4_collarS_3_2020_nursery,B3R4_collarS_3_2020,B3R4_collarS_3,nursery,2020,3,4,collar,3,90,26.2,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R4_collarS_4_2018_nursery,B3R4_collarS_4_2018,B3R4_collarS_4,nursery,2018,3,4,collar,4,53,6.6,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R4_collarS_4_2019_nursery,B3R4_collarS_4_2019,B3R4_collarS_4,nursery,2019,3,4,collar,4,61,11.3,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R4_collarS_4_2020_nursery,B3R4_collarS_4_2020,B3R4_collarS_4,nursery,2020,3,4,collar,4,101,18.7,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R4_collarS_5_2018_nursery,B3R4_collarS_5_2018,B3R4_collarS_5,nursery,2018,3,4,collar,5,73,14.6,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R4_collarS_5_2019_nursery,B3R4_collarS_5_2019,B3R4_collarS_5,nursery,2019,3,4,collar,5,75,19.4,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R4_collarS_5_2020_nursery,B3R4_collarS_5_2020,B3R4_collarS_5,nursery,2020,3,4,collar,5,114,31.6,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R4_collarS_6_2018_nursery,B3R4_collarS_6_2018,B3R4_collarS_6,nursery,2018,3,4,collar,6,60,8.9,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R4_collarS_6_2019_nursery,B3R4_collarS_6_2019,B3R4_collarS_6,nursery,2019,3,4,collar,6,66,12.7,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R4_collarS_6_2020_nursery,B3R4_collarS_6_2020,B3R4_collarS_6,nursery,2020,3,4,collar,6,103,21.7,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R4_collarS_7_2018_nursery,B3R4_collarS_7_2018,B3R4_collarS_7,nursery,2018,3,4,collar,7,66,8.3,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R4_collarS_7_2019_nursery,B3R4_collarS_7_2019,B3R4_collarS_7,nursery,2019,3,4,collar,7,70,14.2,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R4_collarS_7_2020_nursery,B3R4_collarS_7_2020,B3R4_collarS_7,nursery,2020,3,4,collar,7,97,21,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R4_collarS_8_2018_nursery,B3R4_collarS_8_2018,B3R4_collarS_8,nursery,2018,3,4,collar,8,67,11.1,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R4_collarS_8_2019_nursery,B3R4_collarS_8_2019,B3R4_collarS_8,nursery,2019,3,4,collar,8,70,14.1,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R4_collarS_8_2020_nursery,B3R4_collarS_8_2020,B3R4_collarS_8,nursery,2020,3,4,collar,8,98,25.1,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R4_collarS_9_2018_nursery,B3R4_collarS_9_2018,B3R4_collarS_9,nursery,2018,3,4,collar,9,54,8.7,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R4_collarS_9_2019_nursery,B3R4_collarS_9_2019,B3R4_collarS_9,nursery,2019,3,4,collar,9,57,11,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B3R4_collarS_9_2020_nursery,B3R4_collarS_9_2020,B3R4_collarS_9,nursery,2020,3,4,collar,9,80,19.5,2020,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B3R5_wax FS_1_2018_nursery,B3R5_wax FS_1_2018,B3R5_wax FS_1,nursery,2018,3,5,wax F,1,40,5.5,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B3R5_wax FS_1_2019_nursery,B3R5_wax FS_1_2019,B3R5_wax FS_1,nursery,2019,3,5,wax F,1,47,9.7,2019,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B3R5_wax FS_1_2020_nursery,B3R5_wax FS_1_2020,B3R5_wax FS_1,nursery,2020,3,5,wax F,1,71,15,2020,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B3R5_wax FS_10_2018_nursery,B3R5_wax FS_10_2018,B3R5_wax FS_10,nursery,2018,3,5,wax F,10,43,7.2,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B3R5_wax FS_10_2019_nursery,B3R5_wax FS_10_2019,B3R5_wax FS_10,nursery,2019,3,5,wax F,10,42,11.3,2019,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B3R5_wax FS_10_2020_nursery,B3R5_wax FS_10_2020,B3R5_wax FS_10,nursery,2020,3,5,wax F,10,73,18,2020,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B3R5_wax FS_2_2018_nursery,B3R5_wax FS_2_2018,B3R5_wax FS_2,nursery,2018,3,5,wax F,2,38,9,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
